#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,XXX
Mesorhizobium sp. L-2-11,Bacteria;Proteobacteria;Alphaproteobacteria,L-2-11,SAMD00233075,PRJDB10077,GCA_016756595.1,Complete,7.41604,62.2339,chromosome:NZ_AP023257.1/AP023257.1; plasmid MesoLjLa2:NZ_AP023258.1/AP023258.1; plasmid MesoLjLa3:NZ_AP023259.1/AP023259.1; plasmid MesoLjLa4:NZ_AP023260.1/AP023260.1; plasmid MesoLjLa5:NZ_AP023261.1/AP023261.1,,5,6553,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/756/595/GCA_016756595.1_ASM1675659v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/595/GCF_016756595.1_ASM1675659v1,XXX
Mesorhizobium ciceri biovar biserrulae,Bacteria;Proteobacteria;Alphaproteobacteria,WSM1284,SAMN04604739,PRJNA317273,GCA_001618845.1,Complete,6.88045,62.5149,chromosome:NZ_CP015064.1/CP015064.1; plasmid pMc1284:NZ_CP015065.1/CP015065.1,,2,6346,2016-04-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/845/GCA_001618845.1_ASM161884v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/845/GCF_001618845.1_ASM161884v1,XXX
Mesorhizobium loti R88b,Bacteria;Proteobacteria;Alphaproteobacteria,R88b,SAMN02597285,PRJNA496338,GCA_013170845.1,Complete,7.20717,62.4,chromosome:NZ_CP033367.1/CP033367.1,,1,6716,2020-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/845/GCA_013170845.1_ASM1317084v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/845/GCF_013170845.1_ASM1317084v1,XXX
Mesorhizobium loti,Bacteria;Proteobacteria;Alphaproteobacteria,582,SAMN14403980,PRJNA329489,GCA_014189435.1,Complete,8.3306,62.4618,chromosome:CP050293.1; plasmid p_1:CP050295.1; plasmid p_2:CP050294.1,,3,7351,2020-08-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/435/GCA_014189435.1_ASM1418943v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/189/435/GCF_014189435.1_ASM1418943v1,XXX
Mesorhizobium loti,Bacteria;Proteobacteria;Alphaproteobacteria,SU343,SAMN05172977,PRJNA496338,GCA_013170865.1,Complete,7.20091,62.8971,chromosome:NZ_CP033368.1/CP033368.1; plasmid pMLSU343a:NZ_CP033369.1/CP033369.1; plasmid pMLSU343b:NZ_CP033370.1/CP033370.1,,3,6803,2020-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/865/GCA_013170865.1_ASM1317086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/865/GCF_013170865.1_ASM1317086v1,XXX
Mesorhizobium ciceri biovar biserrulae WSM1271,Bacteria;Proteobacteria;Alphaproteobacteria,WSM1271,SAMN00713576,PRJNA48991,GCA_000185905.1,Complete,6.69003,62.5728,chromosome:NC_014923.1/CP002447.1; plasmid pMESCI01:NC_014918.1/CP002448.1,,2,6231,2011-01-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/905/GCA_000185905.1_ASM18590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/905/GCF_000185905.1_ASM18590v1,XXX
Mesorhizobium loti NZP2037,Bacteria;Proteobacteria;Alphaproteobacteria,NZP2037,SAMN05217717,PRJNA325064,GCA_001676765.1,Complete,7.48174,62.7415,chromosome:NZ_CP016079.1/CP016079.1; plasmid pML2037:NZ_CP016080.1/CP016080.1,,2,6991,2016-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/765/GCA_001676765.1_ASM167676v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/765/GCF_001676765.1_ASM167676v1,XXX
Mesorhizobium huakuii,Bacteria;Proteobacteria;Alphaproteobacteria,583,SAMN14403981,PRJNA329489,GCA_014189455.1,Complete,8.44925,62.5003,chromosome:NZ_CP050296.1/CP050296.1; plasmid p_1:NZ_CP050299.1/CP050299.1; plasmid p_2:NZ_CP050297.1/CP050297.1; plasmid p_3:NZ_CP050298.1/CP050298.1,,4,7225,2020-08-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/455/GCA_014189455.1_ASM1418945v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/189/455/GCF_014189455.1_ASM1418945v1,XXX
Mesorhizobium amorphae CCNWGS0123,Bacteria;Proteobacteria;Alphaproteobacteria,CCNWGS0123,SAMN04853078,PRJNA318467,GCA_001686985.1,Complete,7.34395,62.8379,chromosome:NZ_CP015318.1/CP015318.1; plasmid pM0123a:NZ_CP015319.1/CP015319.1; plasmid pM0123b:NZ_CP015320.1/CP015320.1; plasmid pM0123c:NZ_CP015321.1/CP015321.1; plasmid pM0123d:NZ_CP015322.1/CP015322.1,,5,6597,2016-07-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/985/GCA_001686985.1_ASM168698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/985/GCF_001686985.1_ASM168698v1,XXX
Mesorhizobium huakuii 7653R,Bacteria;Proteobacteria;Alphaproteobacteria,7653R,SAMN02904634,PRJNA48425,GCA_000709395.1, Chromosome,6.88168,63.0275,chromosome:NZ_CP006581.1/CP006581.1; plasmid pMHa:NZ_CP006582.1/CP006582.1; plasmid pMHb:NZ_CP006583.1/CP006583.1,,3,6216,2014-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/395/GCA_000709395.1_ASM70939v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/395/GCF_000709395.1_ASM70939v1,XXX
Mesorhizobium loti,Bacteria;Proteobacteria;Alphaproteobacteria,TONO,SAMD00055564,PRJDB4891,GCA_002356515.1, Chromosome,8.45215,62.5602,chromosome:NZ_AP017605.1/AP017605.1; plasmid plasmid_1:NZ_AP017606.1/AP017606.1; plasmid plasmid_2:NZ_AP017607.1/AP017607.1; plasmid plasmid_3:NZ_AP017608.1/AP017608.1,,4,7831,2016-08-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/515/GCA_002356515.1_MlotiTONO_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/515/GCF_002356515.1_MlotiTONO_1.0,XXX

