"Mesorhizobium_albiziae_DSM_21822__F3H98_RS13100__NZ_FOSL01000006__8190"	"Mesorhizobium_alhagi_CCNWXJ12-2__MAXJ12_RS33695__NZ_AHAM01000338__11630"	"Mesorhizobium_amorphae_CCNWGS0123__A6B35_RS32515__NZ_CP015322__24488"	"Mesorhizobium_atlanticum_CNPSo_3140__DPM35_RS29965__NZ_QMBQ01000012__26941"	"Mesorhizobium_atlanticum_CNPSo_3140__DPM35_RS29975__NZ_QMBQ01000012__26943"	"Mesorhizobium_australicum_WSM2073__MESAU_RS28720__NC_019973__36576"	"Mesorhizobium_camelthorni_CCNWXJ_40-4__G6N73_RS13035__NZ_JAAKZF010000014__38134"	"Mesorhizobium_caraganae_CCBAU_01502__AK97_RS07135__NZ_JHQT01000021__45895"	"Mesorhizobium_carmichaelinearum_ICMP_18942__CKW40_RS39165__NZ_FZQR01000048__56101"	"Mesorhizobium_carmichaelinearum_ICMP_18942__CKW40_RS41875__NZ_FZQR01000087__60784"	"Mesorhizobium_ciceri_ca181__M1C_RS30630__NZ_CM002796__68332"	"Mesorhizobium_ciceri_CC1192__A4R28_RS22175__NZ_CP015062__72997"	"Mesorhizobium_ciceri_WSM1271__MESCI_RS29280__NC_014923__80879"	"Mesorhizobium_ciceri_WSM1284__A4R29_RS04435__NZ_CP015064__82305"	"Mesorhizobium_delmotii_STM_462__BQ8482_RS31410__NZ_FUIG01000058__97795"	"Mesorhizobium_erdmanii_NZP2014__EB233_RS29205__NZ_CP033361__114712"	"Mesorhizobium_hawassense_AC99b__DPM33_RS28235__NZ_QMBP01000018__117860"	"Mesorhizobium_helmanticense_CSLC115N__C9427_RS31430__NZ_PZJX01000067__128062"	"Mesorhizobium_huakuii_583__HB778_RS39665__NZ_CP050299__135187"	"Mesorhizobium_huakuii_7653R__MCHK_RS35000__NZ_CP006583__141988"	"Mesorhizobium_huakuii_7653R__MCHK_RS35005__NZ_CP006583__141990"	"Mesorhizobium_intechi_BD68__C1D09_RS12115__NZ_PNOT02000138__153439"	"Mesorhizobium_japonicum_MAFF_303099__MAFF_RS25245__NC_002678__158971"	"Mesorhizobium_japonicum_R7A__R7A2020_RS29365__NZ_CP051772__167127"	"Mesorhizobium_jarvisii_ATCC_700743__EB229_RS31445__NZ_CP033507__173672"	"Mesorhizobium_kowhaii_Ach-343__B5V02_RS38030__NZ_MZXV01000084__179981"	"Mesorhizobium_loti_582__HB777_RS39685__NZ_CP050295__188899"	"Mesorhizobium_loti_NZP2037__A9174_RS31140__NZ_CP016079__201414"	"Mesorhizobium_loti_NZP2042__EB815_RS31055__NZ_CP033334__208380"	"Mesorhizobium_loti_R88b__EB235_RS32400__NZ_CP033367__215123"	"Mesorhizobium_loti_SU343__EFV37_RS31450__NZ_CP033368__221673"	"Mesorhizobium_loti_TONO__MLTONO_RS27580__NZ_AP017605__227670"	"Mesorhizobium_metallidurans_STM_2683__MESS2_RS28965__NZ_CAUM01000171__230429"	"Mesorhizobium_muleiense_CGMCC_1.11022__BLT09_RS32840__NZ_FNEE01000043__240897"	"Mesorhizobium_norvegicum_10.2.2__FCU66_RS26415__NZ_SMYZ01000066__248389"	"Mesorhizobium_opportunistum_WSM2075__MESOP_RS31700__NC_015675__261312"	"Mesorhizobium_prunaredense_1__BQ8794_RS14920__NZ_FTPD01000017__262602"	"Mesorhizobium_qingshengii_CGMCC_1.12097__BLS48_RS33755__NZ_FMXM01000057__268883"	"Mesorhizobium_sangaii_DSM_100039__HNQ71_RS32005__NZ_JACHEF010000010__280844"	"Mesorhizobium_sanjuanii_BSA136__CN311_RS15845__NZ_NWQG01000093__284297"	"Mesorhizobium_silamurunense_CCBAU_45272__AU465_RS10900__NZ_LPVS01000038__295010"	"Mesorhizobium_sophorae_ICMP_19535__CGZ66_RS04780__NZ_NNRI01000007__310280"	"Mesorhizobium_sp_113-1-2__JN279_RS35755__NZ_AP023242__319450"	"Mesorhizobium_sp_113-3-3__JG746_RS31590__NZ_AP023243__326002"	"Mesorhizobium_sp_113-3-9__MesoLj_RS33705__NZ_AP023246__333612"	"Mesorhizobium_sp_131-2-1__JG743_RS30440__NZ_AP023247__340010"	"Mesorhizobium_sp_131-2-5__JG740_RS31715__NZ_AP023249__346875"	"Mesorhizobium_sp_131-3-5__JG747_RS34590__NZ_AP023255__354834"	"Mesorhizobium_sp_AA22__A9K68_RS29445__NZ_CP048406__365422"	"Mesorhizobium_sp_AR02__DBIPINDM_007288__contig_2__365828"	"Mesorhizobium_sp_AR07__BPNPMPFG_007272__contig_2__381207"	"Mesorhizobium_sp_AR10__LHFGNBLO_006528__contig_2__382112"	"Mesorhizobium_sp_J8__MJ8_RS06590__NZ_AP024109__400833"	"Mesorhizobium_sp_J8__MJ8_RS06640__NZ_AP024109__400843"	"Mesorhizobium_sp_L-2-11__JG739_RS29395__NZ_AP023257__411468"	"Mesorhizobium_sp_L-8-10__JN280_RS33830__NZ_AP023263__419059"	"Mesorhizobium_sp_L-8-3__JN302_RS33090__NZ_AP023262__426482"	"Mesorhizobium_sp_M1A.F.Ca.IN.022.06.1.1__EJ078_RS10340__NZ_CP034455__429538"	"Mesorhizobium_sp_M1B.F.Ca.ET.045.04.1.1__EJ071_RS06540__NZ_CP034448__434513"	"Mesorhizobium_sp_M1D.F.Ca.ET.043.01.1.1__EJ067_RS10515__NZ_CP034444__442477"	"Mesorhizobium_sp_M1D.F.Ca.ET.043.01.1.1__EJ067_RS18675__NZ_CP034444__444022"	"Mesorhizobium_sp_M1E.F.Ca.ET.045.02.1.1__EJ070_RS02420__NZ_CP034447__447409"	"Mesorhizobium_sp_M2A.F.Ca.ET.043.02.1.1__EJ068_RS13210__NZ_CP034445__456337"	"Mesorhizobium_sp_M2A.F.Ca.ET.043.05.1.1__EJ069_RS26630__NZ_CP034446__465164"	"Mesorhizobium_sp_M2A.F.Ca.ET.046.03.2.1__EJ072_RS06135__NZ_CP034449__467396"	"Mesorhizobium_sp_M2A.F.Ca.ET.046.03.2.1__EJ072_RS16620__NZ_CP034449__469375"	"Mesorhizobium_sp_M3A.F.Ca.ET.080.04.2.1__EJ074_RS18015__NZ_CP034451__476441"	"Mesorhizobium_sp_M4B.F.Ca.ET.058.02.1.1__EJ073_RS22095__NZ_CP034450__482799"	"Mesorhizobium_sp_M6A.T.Cr.TU.016.01.1.1__EJ075_RS15880__NZ_CP034452__487553"	"Mesorhizobium_sp_M7A.F.Ce.TU.012.03.2.1__EJ079_RS09660__NZ_CP034779__492641"	"Mesorhizobium_sp_M7D.F.Ca.US.005.01.1.1__EJ076_RS02170__NZ_CP034453__497489"	"Mesorhizobium_sp_M8A.F.Ca.ET.057.01.1.1__EJ077_RS00920__NZ_CP034454__504011"	"Mesorhizobium_sp_M9A.F.Ca.ET.002.03.1.2__EJ066_RS11980__NZ_CP034443__512023"	"Mesorhizobium_sp_NZP2077__HGP13_RS33660__NZ_CP051293__525931"	"Mesorhizobium_sp_NZP2234__EB230_RS30590__NZ_CP033364__532618"	"Mesorhizobium_sp_NZP2298__EB231_RS32165__NZ_CP033365__539240"	"Mesorhizobium_sp_WSM1497__A9K65_RS31645__NZ_CP021070__551941"	"Mesorhizobium_tamadayense_DSM_28320__EH240_RS31760__NZ_RQXT01000061__558241"	"Mesorhizobium_temperatum_SDW018__CIT26_RS10380__NZ_NPKJ01000037__562744"	"Mesorhizobium_tianshanense_CGMCC_1.2546__IQ26_RS29360__NZ_VLKT01000047__577367"	"Mesorhizobium_waimense_ICMP19557__D3227_RS10690__NZ_QZWZ01000006__585582"	"Mesorhizobium_wenxiniae_WYCCWR_10195__CIT31_RS00990__NZ_NPKH01000001__588291"
"Mesorhizobium_kowhaii_Ach-343__B5V02_RS38030__NZ_MZXV01000084__179981"	81.9277108433735	77.1084337349398	72.6907630522088	72.289156626506	72.289156626506	69.0763052208835	77.1084337349398	73.8955823293173	48.5943775100402	64.2570281124498	68.2730923694779	67.4698795180723	69.0763052208835	80.3212851405623	70.6827309236948	83.1325301204819	71.8875502008032	82.7309236947791	71.0843373493976	59.4377510040161	61.4457831325301	82.7309236947791	82.3293172690763	82.7309236947791	83.1325301204819	100	71.4859437751004	83.1325301204819	83.1325301204819	82.7309236947791	83.1325301204819	82.3293172690763	70.6827309236948	68.2730923694779	83.1325301204819	69.0763052208835	70.281124497992	59.4377510040161	90.3614457831325	82.7309236947791	93.574297188755	77.5100401606426	82.3293172690763	82.3293172690763	82.3293172690763	82.3293172690763	82.3293172690763	82.7309236947791	83.9357429718875	71.8875502008032	71.4859437751004	71.0843373493976	68.2730923694779	72.289156626506	82.3293172690763	82.3293172690763	82.3293172690763	68.2730923694779	68.6746987951807	82.3293172690763	68.2730923694779	68.2730923694779	68.2730923694779	68.2730923694779	82.3293172690763	68.2730923694779	68.2730923694779	68.2730923694779	68.2730923694779	67.4698795180723	67.4698795180723	68.2730923694779	68.2730923694779	82.7309236947791	82.7309236947791	82.3293172690763	69.8795180722892	86.7469879518072	92.7710843373494	92.7710843373494	76.7068273092369	68.2730923694779
"Mesorhizobium_loti_582__HB777_RS39685__NZ_CP050295__188899"	76.3052208835341	75.1004016064257	73.0923694779116	72.6907630522088	69.0763052208835	74.6987951807229	74.6987951807229	83.9357429718875	53.4136546184739	67.0682730923695	74.2971887550201	71.4859437751004	74.6987951807229	70.281124497992	76.3052208835341	71.0843373493976	74.2971887550201	71.4859437751004	99.5983935742972	66.2650602409639	66.6666666666667	71.8875502008032	71.8875502008032	72.289156626506	71.0843373493976	71.4859437751004	100	71.0843373493976	71.0843373493976	72.289156626506	71.0843373493976	71.8875502008032	76.3052208835341	73.4939759036145	72.289156626506	74.6987951807229	76.7068273092369	66.2650602409639	73.0923694779116	72.289156626506	72.6907630522088	74.2971887550201	71.8875502008032	71.8875502008032	71.8875502008032	71.8875502008032	71.8875502008032	72.289156626506	71.0843373493976	98.7951807228916	99.1967871485944	98.7951807228916	67.4698795180723	73.4939759036145	71.4859437751004	71.8875502008032	71.8875502008032	73.4939759036145	73.8955823293173	71.0843373493976	72.6907630522088	73.4939759036145	72.6907630522088	72.6907630522088	71.0843373493976	72.6907630522088	72.6907630522088	72.6907630522088	73.4939759036145	71.8875502008032	71.4859437751004	72.6907630522088	73.4939759036145	72.289156626506	71.4859437751004	71.4859437751004	74.2971887550201	69.4779116465863	72.289156626506	73.0923694779116	73.8955823293173	73.4939759036145
"Mesorhizobium_loti_NZP2037__A9174_RS31140__NZ_CP016079__201414"	84.7389558232932	79.1164658634538	73.8955823293173	71.8875502008032	71.8875502008032	67.4698795180723	79.1164658634538	74.2971887550201	47.3895582329317	63.0522088353414	70.6827309236948	69.0763052208835	67.4698795180723	88.7550200803213	70.6827309236948	100	71.0843373493976	95.1807228915663	70.6827309236948	57.429718875502	58.2329317269076	95.5823293172691	94.7791164658635	95.1807228915663	100	83.1325301204819	71.0843373493976	100	100	95.1807228915663	100	94.7791164658635	70.6827309236948	70.6827309236948	94.7791164658635	67.4698795180723	70.281124497992	57.429718875502	85.9437751004016	94.7791164658635	84.7389558232932	77.1084337349398	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	95.1807228915663	71.8875502008032	71.4859437751004	71.0843373493976	68.6746987951807	72.6907630522088	94.3775100401606	94.7791164658635	94.7791164658635	70.6827309236948	71.0843373493976	90.3614457831325	70.281124497992	70.6827309236948	70.281124497992	70.281124497992	90.3614457831325	70.281124497992	70.281124497992	70.281124497992	70.6827309236948	69.4779116465863	69.0763052208835	70.281124497992	70.6827309236948	94.7791164658635	95.1807228915663	94.7791164658635	68.2730923694779	83.9357429718875	85.9437751004016	85.5421686746988	76.3052208835341	70.6827309236948
"Mesorhizobium_loti_NZP2042__EB815_RS31055__NZ_CP033334__208380"	84.7389558232932	79.1164658634538	73.8955823293173	71.8875502008032	71.8875502008032	67.4698795180723	79.1164658634538	74.2971887550201	47.3895582329317	63.0522088353414	70.6827309236948	69.0763052208835	67.4698795180723	88.7550200803213	70.6827309236948	100	71.0843373493976	95.1807228915663	70.6827309236948	57.429718875502	58.2329317269076	95.5823293172691	94.7791164658635	95.1807228915663	100	83.1325301204819	71.0843373493976	100	100	95.1807228915663	100	94.7791164658635	70.6827309236948	70.6827309236948	94.7791164658635	67.4698795180723	70.281124497992	57.429718875502	85.9437751004016	94.7791164658635	84.7389558232932	77.1084337349398	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	95.1807228915663	71.8875502008032	71.4859437751004	71.0843373493976	68.6746987951807	72.6907630522088	94.3775100401606	94.7791164658635	94.7791164658635	70.6827309236948	71.0843373493976	90.3614457831325	70.281124497992	70.6827309236948	70.281124497992	70.281124497992	90.3614457831325	70.281124497992	70.281124497992	70.281124497992	70.6827309236948	69.4779116465863	69.0763052208835	70.281124497992	70.6827309236948	94.7791164658635	95.1807228915663	94.7791164658635	68.2730923694779	83.9357429718875	85.9437751004016	85.5421686746988	76.3052208835341	70.6827309236948
"Mesorhizobium_loti_R88b__EB235_RS32400__NZ_CP033367__215123"	84.3373493975904	79.9196787148594	74.2971887550201	71.8875502008032	71.8875502008032	67.8714859437751	79.1164658634538	73.8955823293173	48.5943775100402	63.855421686747	70.6827309236948	69.0763052208835	67.8714859437751	89.1566265060241	71.0843373493976	95.1807228915663	71.0843373493976	99.1967871485944	71.8875502008032	59.4377510040161	59.8393574297189	99.1967871485944	98.7951807228916	100	95.1807228915663	82.7309236947791	72.289156626506	95.1807228915663	95.1807228915663	100	95.1807228915663	98.7951807228916	71.0843373493976	70.6827309236948	98.7951807228916	67.8714859437751	70.6827309236948	59.4377510040161	85.5421686746988	98.7951807228916	84.7389558232932	78.714859437751	98.7951807228916	98.7951807228916	98.7951807228916	98.7951807228916	98.7951807228916	98.7951807228916	94.7791164658635	73.0923694779116	72.6907630522088	72.289156626506	69.0763052208835	72.6907630522088	98.3935742971888	98.7951807228916	98.7951807228916	70.6827309236948	71.0843373493976	89.9598393574297	70.281124497992	70.6827309236948	70.281124497992	70.281124497992	89.9598393574297	70.281124497992	70.281124497992	70.281124497992	70.6827309236948	69.4779116465863	69.0763052208835	70.281124497992	70.6827309236948	98.7951807228916	99.1967871485944	98.7951807228916	68.2730923694779	84.7389558232932	85.5421686746988	85.140562248996	77.9116465863454	70.6827309236948
"Mesorhizobium_loti_SU343__EFV37_RS31450__NZ_CP033368__221673"	84.7389558232932	79.1164658634538	73.8955823293173	71.8875502008032	71.8875502008032	67.4698795180723	79.1164658634538	74.2971887550201	47.3895582329317	63.0522088353414	70.6827309236948	69.0763052208835	67.4698795180723	88.7550200803213	70.6827309236948	100	71.0843373493976	95.1807228915663	70.6827309236948	57.429718875502	58.2329317269076	95.5823293172691	94.7791164658635	95.1807228915663	100	83.1325301204819	71.0843373493976	100	100	95.1807228915663	100	94.7791164658635	70.6827309236948	70.6827309236948	94.7791164658635	67.4698795180723	70.281124497992	57.429718875502	85.9437751004016	94.7791164658635	84.7389558232932	77.1084337349398	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	94.7791164658635	95.1807228915663	71.8875502008032	71.4859437751004	71.0843373493976	68.6746987951807	72.6907630522088	94.3775100401606	94.7791164658635	94.7791164658635	70.6827309236948	71.0843373493976	90.3614457831325	70.281124497992	70.6827309236948	70.281124497992	70.281124497992	90.3614457831325	70.281124497992	70.281124497992	70.281124497992	70.6827309236948	69.4779116465863	69.0763052208835	70.281124497992	70.6827309236948	94.7791164658635	95.1807228915663	94.7791164658635	68.2730923694779	83.9357429718875	85.9437751004016	85.5421686746988	76.3052208835341	70.6827309236948
"Mesorhizobium_loti_TONO__MLTONO_RS27580__NZ_AP017605__227670"	84.7389558232932	80.7228915662651	73.8955823293173	71.4859437751004	72.6907630522088	67.4698795180723	79.9196787148594	73.4939759036145	48.1927710843374	63.4538152610442	70.6827309236948	69.0763052208835	67.4698795180723	88.7550200803213	70.6827309236948	94.7791164658635	70.6827309236948	98.7951807228916	71.4859437751004	59.4377510040161	59.8393574297189	98.7951807228916	100	98.7951807228916	94.7791164658635	82.3293172690763	71.8875502008032	94.7791164658635	94.7791164658635	98.7951807228916	94.7791164658635	100	70.6827309236948	70.6827309236948	98.3935742971888	67.4698795180723	70.281124497992	59.4377510040161	85.140562248996	98.3935742971888	84.3373493975904	78.714859437751	100	100	100	100	100	99.1967871485944	94.3775100401606	72.6907630522088	72.289156626506	71.8875502008032	69.4779116465863	73.4939759036145	99.5983935742972	100	100	70.6827309236948	71.0843373493976	89.5582329317269	70.281124497992	70.6827309236948	70.281124497992	70.281124497992	89.5582329317269	70.281124497992	70.281124497992	70.281124497992	70.6827309236948	69.4779116465863	69.0763052208835	70.281124497992	70.6827309236948	98.3935742971888	98.7951807228916	99.1967871485944	67.8714859437751	84.7389558232932	85.140562248996	84.7389558232932	77.9116465863454	70.6827309236948
"Mesorhizobium_metallidurans_STM_2683__MESS2_RS28965__NZ_CAUM01000171__230429"	71.8875502008032	71.8875502008032	69.8795180722892	71.4859437751004	65.4618473895582	90.3614457831325	71.4859437751004	77.1084337349398	48.995983935743	63.0522088353414	72.289156626506	70.281124497992	90.3614457831325	69.0763052208835	100	70.6827309236948	69.0763052208835	70.281124497992	75.9036144578313	72.6907630522088	71.4859437751004	70.6827309236948	70.6827309236948	71.0843373493976	70.6827309236948	70.6827309236948	76.3052208835341	70.6827309236948	70.6827309236948	71.0843373493976	70.6827309236948	70.6827309236948	100	71.8875502008032	71.0843373493976	90.3614457831325	99.5983935742972	72.6907630522088	71.8875502008032	70.281124497992	71.0843373493976	69.0763052208835	70.6827309236948	70.6827309236948	70.6827309236948	70.6827309236948	70.6827309236948	71.0843373493976	71.4859437751004	76.7068273092369	76.7068273092369	76.3052208835341	63.4538152610442	70.6827309236948	70.281124497992	70.6827309236948	70.6827309236948	71.8875502008032	72.289156626506	70.6827309236948	71.0843373493976	71.8875502008032	71.0843373493976	71.0843373493976	70.6827309236948	71.0843373493976	71.0843373493976	71.0843373493976	71.8875502008032	70.6827309236948	70.281124497992	71.0843373493976	71.8875502008032	70.281124497992	70.281124497992	70.281124497992	89.1566265060241	69.0763052208835	71.0843373493976	72.289156626506	67.8714859437751	71.8875502008032
"Mesorhizobium_muleiense_CGMCC_1.11022__BLT09_RS32840__NZ_FNEE01000043__240897"	73.4939759036145	71.0843373493976	68.6746987951807	69.0763052208835	66.2650602409639	71.0843373493976	71.0843373493976	77.1084337349398	53.0120481927711	64.6586345381526	98.7951807228916	97.9919678714859	71.0843373493976	68.6746987951807	71.8875502008032	70.6827309236948	70.6827309236948	70.6827309236948	73.0923694779116	60.2409638554217	60.6425702811245	70.281124497992	70.6827309236948	70.6827309236948	70.6827309236948	68.2730923694779	73.4939759036145	70.6827309236948	70.6827309236948	70.6827309236948	70.6827309236948	70.6827309236948	71.8875502008032	100	71.0843373493976	71.0843373493976	71.4859437751004	60.2409638554217	71.0843373493976	70.281124497992	71.8875502008032	71.4859437751004	70.6827309236948	70.6827309236948	70.6827309236948	70.6827309236948	70.6827309236948	71.0843373493976	69.8795180722892	74.6987951807229	74.2971887550201	74.6987951807229	64.6586345381526	67.4698795180723	70.281124497992	70.6827309236948	70.6827309236948	100	99.5983935742972	71.4859437751004	98.3935742971888	100	98.3935742971888	98.3935742971888	71.4859437751004	98.3935742971888	98.3935742971888	98.3935742971888	100	98.3935742971888	97.9919678714859	98.3935742971888	100	70.281124497992	70.6827309236948	70.281124497992	71.0843373493976	68.2730923694779	70.6827309236948	71.4859437751004	71.0843373493976	100
"Mesorhizobium_norvegicum_10.2.2__FCU66_RS26415__NZ_SMYZ01000066__248389"	83.9357429718875	80.7228915662651	73.8955823293173	71.8875502008032	72.289156626506	67.8714859437751	79.9196787148594	73.8955823293173	48.5943775100402	63.855421686747	71.0843373493976	69.4779116465863	67.8714859437751	88.7550200803213	71.0843373493976	94.7791164658635	70.6827309236948	98.7951807228916	71.8875502008032	59.4377510040161	59.8393574297189	98.7951807228916	98.3935742971888	98.7951807228916	94.7791164658635	83.1325301204819	72.289156626506	94.7791164658635	94.7791164658635	98.7951807228916	94.7791164658635	98.3935742971888	71.0843373493976	71.0843373493976	100	67.8714859437751	70.6827309236948	59.4377510040161	85.140562248996	98.7951807228916	85.140562248996	78.714859437751	98.3935742971888	98.3935742971888	98.3935742971888	98.3935742971888	98.3935742971888	98.3935742971888	94.3775100401606	73.0923694779116	72.6907630522088	72.289156626506	69.4779116465863	73.0923694779116	97.9919678714859	98.3935742971888	98.3935742971888	71.0843373493976	71.4859437751004	89.9598393574297	70.6827309236948	71.0843373493976	70.6827309236948	70.6827309236948	89.9598393574297	70.6827309236948	70.6827309236948	70.6827309236948	71.0843373493976	69.8795180722892	69.4779116465863	70.6827309236948	71.0843373493976	98.7951807228916	98.7951807228916	99.1967871485944	68.2730923694779	84.3373493975904	85.140562248996	84.7389558232932	77.9116465863454	71.0843373493976
"Mesorhizobium_opportunistum_WSM2075__MESOP_RS31700__NC_015675__261312"	70.6827309236948	69.0763052208835	67.4698795180723	69.8795180722892	63.0522088353414	100	68.6746987951807	75.1004016064257	49.3975903614458	62.2489959839357	71.4859437751004	69.4779116465863	100	67.0682730923695	90.3614457831325	67.4698795180723	68.6746987951807	67.4698795180723	74.2971887550201	69.4779116465863	68.2730923694779	67.4698795180723	67.4698795180723	67.8714859437751	67.4698795180723	69.0763052208835	74.6987951807229	67.4698795180723	67.4698795180723	67.8714859437751	67.4698795180723	67.4698795180723	90.3614457831325	71.0843373493976	67.8714859437751	100	90.7630522088353	69.4779116465863	69.4779116465863	67.0682730923695	69.4779116465863	67.8714859437751	67.4698795180723	67.4698795180723	67.4698795180723	67.4698795180723	67.4698795180723	67.8714859437751	68.2730923694779	75.1004016064257	75.5020080321285	75.1004016064257	61.4457831325301	69.0763052208835	67.0682730923695	67.4698795180723	67.4698795180723	71.0843373493976	71.4859437751004	69.8795180722892	70.281124497992	71.0843373493976	70.281124497992	70.281124497992	69.8795180722892	70.281124497992	70.281124497992	70.281124497992	71.0843373493976	69.8795180722892	69.4779116465863	70.281124497992	71.0843373493976	67.0682730923695	67.4698795180723	67.0682730923695	96.3855421686747	67.0682730923695	69.0763052208835	70.281124497992	65.863453815261	71.0843373493976
"Mesorhizobium_prunaredense_1__BQ8794_RS14920__NZ_FTPD01000017__262602"	72.289156626506	71.4859437751004	70.281124497992	71.4859437751004	65.863453815261	90.7630522088353	71.0843373493976	77.5100401606426	49.3975903614458	63.0522088353414	71.8875502008032	69.8795180722892	90.7630522088353	68.6746987951807	99.5983935742972	70.281124497992	69.4779116465863	69.8795180722892	76.3052208835341	72.6907630522088	71.4859437751004	70.281124497992	70.281124497992	70.6827309236948	70.281124497992	70.281124497992	76.7068273092369	70.281124497992	70.281124497992	70.6827309236948	70.281124497992	70.281124497992	99.5983935742972	71.4859437751004	70.6827309236948	90.7630522088353	100	72.6907630522088	71.4859437751004	69.8795180722892	70.6827309236948	69.4779116465863	70.281124497992	70.281124497992	70.281124497992	70.281124497992	70.281124497992	70.6827309236948	71.0843373493976	77.1084337349398	77.1084337349398	76.7068273092369	63.4538152610442	70.6827309236948	69.8795180722892	70.281124497992	70.281124497992	71.4859437751004	71.8875502008032	70.281124497992	70.6827309236948	71.4859437751004	70.6827309236948	70.6827309236948	70.281124497992	70.6827309236948	70.6827309236948	70.6827309236948	71.4859437751004	70.281124497992	69.8795180722892	70.6827309236948	71.4859437751004	69.8795180722892	69.8795180722892	69.8795180722892	89.5582329317269	68.6746987951807	70.6827309236948	71.8875502008032	68.2730923694779	71.4859437751004
"Mesorhizobium_qingshengii_CGMCC_1.12097__BLS48_RS33755__NZ_FMXM01000057__268883"	61.0441767068273	61.8473895582329	59.4377510040161	62.2489959839357	57.8313253012048	69.4779116465863	61.4457831325301	66.6666666666667	43.3734939759036	55.421686746988	60.6425702811245	59.8393574297189	69.4779116465863	58.2329317269076	72.6907630522088	57.429718875502	59.4377510040161	59.0361445783133	65.863453815261	100	77.9116465863454	59.0361445783133	59.4377510040161	59.4377510040161	57.429718875502	59.4377510040161	66.2650602409639	57.429718875502	57.429718875502	59.4377510040161	57.429718875502	59.4377510040161	72.6907630522088	60.2409638554217	59.4377510040161	69.4779116465863	72.6907630522088	100	59.0361445783133	58.6345381526104	59.4377510040161	59.4377510040161	59.4377510040161	59.4377510040161	59.4377510040161	59.4377510040161	59.4377510040161	59.4377510040161	57.0281124497992	65.4618473895582	65.863453815261	65.4618473895582	54.6184738955823	62.6506024096386	59.4377510040161	59.4377510040161	59.4377510040161	60.2409638554217	60.6425702811245	57.429718875502	60.6425702811245	60.2409638554217	60.6425702811245	60.6425702811245	57.429718875502	60.6425702811245	60.6425702811245	60.6425702811245	60.2409638554217	59.8393574297189	59.8393574297189	60.6425702811245	60.2409638554217	58.6345381526104	59.0361445783133	59.0361445783133	69.4779116465863	58.2329317269076	59.0361445783133	60.2409638554217	58.2329317269076	60.2409638554217
"Mesorhizobium_sangaii_DSM_100039__HNQ71_RS32005__NZ_JACHEF010000010__280844"	85.9437751004016	78.714859437751	74.2971887550201	71.0843373493976	71.4859437751004	69.4779116465863	78.714859437751	75.5020080321285	48.5943775100402	64.2570281124498	71.0843373493976	69.4779116465863	69.4779116465863	82.7309236947791	71.8875502008032	85.9437751004016	71.8875502008032	85.5421686746988	72.6907630522088	59.0361445783133	60.2409638554217	85.5421686746988	85.140562248996	85.5421686746988	85.9437751004016	90.3614457831325	73.0923694779116	85.9437751004016	85.9437751004016	85.5421686746988	85.9437751004016	85.140562248996	71.8875502008032	71.0843373493976	85.140562248996	69.4779116465863	71.4859437751004	59.0361445783133	100	85.140562248996	93.1726907630522	79.1164658634538	85.140562248996	85.140562248996	85.140562248996	85.140562248996	85.140562248996	85.5421686746988	86.3453815261044	73.8955823293173	73.4939759036145	73.0923694779116	69.4779116465863	71.4859437751004	84.7389558232932	85.140562248996	85.140562248996	71.0843373493976	71.4859437751004	85.140562248996	70.6827309236948	71.0843373493976	70.6827309236948	70.6827309236948	85.140562248996	70.6827309236948	70.6827309236948	70.6827309236948	71.0843373493976	69.8795180722892	69.4779116465863	70.6827309236948	71.0843373493976	85.140562248996	85.5421686746988	85.140562248996	69.4779116465863	91.9678714859438	94.7791164658635	94.3775100401606	78.3132530120482	71.0843373493976
"Mesorhizobium_sanjuanii_BSA136__CN311_RS15845__NZ_NWQG01000093__284297"	83.9357429718875	79.9196787148594	73.8955823293173	71.4859437751004	72.289156626506	67.0682730923695	79.1164658634538	73.4939759036145	47.7911646586345	63.0522088353414	70.281124497992	68.6746987951807	67.0682730923695	88.7550200803213	70.281124497992	94.7791164658635	71.0843373493976	98.7951807228916	71.8875502008032	58.6345381526104	59.0361445783133	98.7951807228916	98.3935742971888	98.7951807228916	94.7791164658635	82.7309236947791	72.289156626506	94.7791164658635	94.7791164658635	98.7951807228916	94.7791164658635	98.3935742971888	70.281124497992	70.281124497992	98.7951807228916	67.0682730923695	69.8795180722892	58.6345381526104	85.140562248996	100	84.7389558232932	79.1164658634538	98.3935742971888	98.3935742971888	98.3935742971888	98.3935742971888	98.3935742971888	98.3935742971888	94.3775100401606	73.0923694779116	72.6907630522088	72.289156626506	69.4779116465863	72.289156626506	97.9919678714859	98.3935742971888	98.3935742971888	70.281124497992	70.6827309236948	89.9598393574297	69.8795180722892	70.281124497992	69.8795180722892	69.8795180722892	89.9598393574297	69.8795180722892	69.8795180722892	69.8795180722892	70.281124497992	69.0763052208835	68.6746987951807	69.8795180722892	70.281124497992	100	98.7951807228916	98.3935742971888	67.4698795180723	84.3373493975904	85.140562248996	84.7389558232932	78.3132530120482	70.281124497992
